c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
81,10,61,47,71,44,66,96,92,74
38,49,41,76,92,33,62,70,46,37
99,79,69,72,8,66,7,42,37,39
60,79,60,60,87,52,0,96,24,4
76,5,76,22,42,71,19,99,18,1
28,34,6,55,96,7,38,90,72,38
75,78,19,43,50,7,20,89,44,34
43,30,78,91,11,63,6,90,32,37
43,91,99,33,2,51,3,54,42,4
19,9,49,77,56,49,94,88,38,51
80,72,33,41,81,43,4,40,87,64
23,41,8,7,71,46,77,94,39,26
8,61,46,32,77,11,1,78,67,30
10,26,11,60,84,47,87,76,25,65
54,43,53,10,72,62,38,37,76,36
65,51,56,89,13,37,18,1,26,34
73,40,56,27,89,57,61,71,34,82
90,26,21,19,1,68,12,5,48,49
96,8,2,22,64,23,32,14,16,78
53,70,85,69,69,38,74,40,81,46
82,80,93,48,88,45,8,81,49,6
77,80,39,20,85,68,4,78,88,87
63,96,30,60,7,23,83,58,95,42
25,0,68,49,51,85,4,22,17,29
35,32,34,45,54,36,57,11,37,12
54,3,16,86,50,41,90,35,9,60
88,8,3,91,39,43,56,8,57,67
35,44,12,32,65,72,65,95,4,85
79,53,34,49,56,46,80,98,32,68
52,31,32,25,41,46,5,23,98,25
49,98,13,35,7,21,48,1,48,27
72,70,45,51,70,18,80,9,70,16
29,4,93,75,1,73,79,91,45,86
75,46,35,45,17,61,53,53,30,65
64,56,92,64,60,23,24,58,87,6
8,99,7,87,64,17,16,84,65,48
78,58,94,96,36,2,55,45,63,37
69,47,48,85,96,29,96,63,91,70
37,5,46,2,68,10,11,2,26,77
96,63,90,60,94,1,55,10,77,75
38,44,6,40,2,0,65,43,73,42
24,90,86,18,47,56,72,68,17,38
92,40,52,10,40,92,64,72,7,51
34,2,39,15,28,29,29,34,92,47
47,52,36,37,13,95,66,46,31,15
20,63,64,13,5,21,70,11,7,42
25,59,13,21,96,66,84,28,20,81
59,36,80,33,45,88,65,10,90,96
58,6,71,53,22,52,2,17,84,49
99,20,76,6,71,46,19,33,8,13
86,42,75,11,7,39,60,13,25,88
2,27,71,23,54,16,85,92,11,24
75,86,97,99,16,49,25,9,15,48
12,28,28,31,61,14,62,58,54,45
56,93,17,30,11,83,66,56,22,13
90,70,19,40,73,1,1,87,84,94
22,33,75,92,31,77,37,16,77,67
39,26,33,19,48,45,27,43,7,21
53,49,28,56,57,98,44,62,63,40
17,0,87,95,20,76,6,44,16,64
49,84,51,8,68,73,83,34,87,93
86,16,69,12,40,14,65,0,90,27
84,94,19,63,62,88,98,25,79,6
2,1,99,68,75,6,82,29,11,8
86,84,98,43,34,59,78,51,1,61
86,71,36,25,53,0,44,87,16,36
72,3,76,52,46,19,23,45,94,17
8,47,27,4,34,78,11,59,2,0
47,64,1,40,51,39,88,68,64,20
33,79,98,61,3,1,4,98,97,37
44,6,11,54,90,12,47,62,81,31
0,39,79,6,30,66,76,23,29,35
69,27,39,2,38,71,73,30,90,6
13,67,12,66,53,15,32,66,46,94
98,81,58,46,19,93,37,4,29,52
85,15,62,55,77,9,87,33,21,22
77,18,16,28,88,16,99,26,15,96
12,90,90,81,6,68,66,16,81,25
97,22,84,17,74,76,87,6,36,82
1,25,47,83,90,77,32,2,89,47
20,16,31,95,45,48,8,47,56,46
98,95,16,18,92,23,5,87,92,2
89,27,54,95,83,28,70,93,0,90
98,43,34,41,74,32,96,78,42,74
32,13,80,91,56,32,51,86,5,74
91,77,2,52,48,71,44,56,97,19
62,57,28,53,40,3,33,54,71,36
88,82,9,29,78,85,94,35,57,12
22,81,81,31,53,93,0,92,0,49
7,46,1,40,9,97,20,65,2,9
44,42,20,13,8,46,6,20,7,74
94,86,14,71,0,69,12,97,29,43
74,14,83,82,94,50,23,55,75,85
32,38,27,63,26,24,29,94,33,89
50,28,68,75,93,97,39,35,51,10
52,69,87,37,46,52,49,33,17,92
85,33,59,47,48,1,14,0,99,36
9,84,42,21,86,37,52,52,54,6
91,36,35,68,85,11,15,60,75,66
8,99,69,10,1,23,63,23,95,47
1,87,28,65,23,89,5,39,34,85
71,35,16,93,25,73,22,99,53,6
58,85,29,0,23,94,54,83,8,61
69,26,4,62,69,39,3,82,30,9
77,66,34,74,5,68,51,44,67,75
76,81,77,18,76,11,18,89,42,65
43,14,20,70,5,16,47,42,95,17
48,36,86,46,32,7,39,32,56,27
62,20,64,18,31,35,15,63,15,50
68,52,23,29,1,48,52,75,15,6
84,47,90,6,26,44,13,28,22,37
54,78,57,18,28,7,90,46,92,44
89,36,62,86,78,26,1,82,60,53
53,22,36,93,49,62,44,20,43,47
39,57,65,72,37,93,40,54,96,23
52,29,80,59,25,0,47,76,4,17
49,81,99,71,22,58,69,71,60,20
61,57,66,87,64,63,53,54,31,34
32,90,92,29,12,70,72,43,12,46
97,18,56,54,0,96,91,57,71,17
65,13,79,35,69,58,69,15,62,40
15,4,32,66,84,65,17,76,0,59
38,78,7,26,25,80,5,88,73,72
9,25,83,26,92,84,94,54,44,5
53,57,85,41,55,33,92,72,75,92
68,77,31,10,56,46,21,62,96,56
69,90,41,54,55,14,59,52,93,84
49,62,62,91,17,23,36,70,98,9
33,35,18,13,80,70,32,96,79,68
22,1,24,78,45,18,94,92,16,18
27,19,63,81,57,20,59,64,32,37
63,39,40,94,75,2,47,96,71,74
85,26,20,99,89,25,32,74,4,0
10,71,72,47,81,26,91,57,21,15
62,20,14,20,98,20,87,8,71,91
87,8,74,49,95,58,94,62,86,10
73,52,82,77,61,13,64,13,25,76
62,75,43,56,11,33,32,18,54,74
9,83,38,25,53,1,84,15,75,76
32,75,12,45,87,44,7,17,98,46
61,42,96,23,3,91,10,88,60,62
58,75,4,69,28,17,74,2,87,37
60,55,36,63,5,58,65,45,11,75
82,11,35,17,19,83,46,19,79,85
68,57,59,48,11,17,53,5,20,46
71,58,8,79,91,97,69,20,56,6
88,36,91,90,16,75,23,67,15,93
53,11,67,49,26,74,69,5,75,21
63,9,85,65,20,47,23,44,90,99
34,21,59,40,6,10,81,42,28,74
88,34,71,24,16,82,38,94,8,33
24,68,71,25,63,26,37,21,53,63
7,66,43,86,99,10,31,4,95,89
34,85,81,23,58,98,55,33,56,79
40,43,85,85,78,39,55,81,8,39
41,82,38,94,49,43,30,54,18,5
18,68,11,97,89,33,19,23,7,20
86,89,30,99,18,63,32,46,62,32
92,96,27,34,12,75,52,19,70,77
66,21,26,62,12,1,48,15,79,66
93,14,65,63,52,68,12,63,43,56
25,37,45,54,92,17,18,60,50,35
44,24,74,92,33,61,28,36,99,15
78,20,42,16,7,4,86,97,81,32
67,4,55,15,24,85,82,62,28,11
75,72,19,14,80,65,5,59,90,42
77,16,41,17,4,98,88,35,79,32
9,13,99,27,89,38,62,1,44,16
43,39,63,72,69,41,51,43,62,52
52,30,88,29,27,88,15,80,32,86
86,58,17,46,3,3,54,12,15,54
36,79,25,26,26,99,58,7,52,64
94,60,46,48,47,19,66,83,49,99
19,96,13,97,64,93,24,4,83,80
40,22,6,66,37,42,66,27,78,64
28,36,85,31,31,8,36,56,45,43
35,1,44,10,10,59,64,85,87,42
70,13,56,55,98,20,39,16,9,45
55,22,36,33,79,15,72,50,9,19
81,49,67,79,25,93,74,14,1,27
58,87,29,61,63,44,31,73,88,90
44,46,50,88,99,95,30,9,49,15
5,21,22,63,57,68,59,38,84,21
56,42,88,99,17,95,40,95,5,98
26,35,38,42,43,92,19,36,77,10
41,13,63,92,24,19,83,92,68,13
97,83,47,55,36,17,98,63,63,81
21,42,97,50,49,29,29,61,29,20
53,73,20,46,81,38,80,38,16,19
95,81,99,33,53,52,36,1,33,49
6,53,15,31,84,65,53,76,44,20
94,16,58,71,64,62,95,24,42,92
97,37,0,67,28,87,48,60,55,8
14,53,34,50,26,62,81,49,79,51
49,74,51,5,84,24,51,42,26,53
20,95,51,71,0,25,46,70,37,16
52,48,46,74,20,32,22,15,92,25
80,83,53,54,73,27,47,99,85,39
36,19,27,83,74,81,35,75,83,85
67,53,62,54,15,12,69,11,29,40
28,7,68,22,63,32,64,79,97,49
45,96,52,91,55,50,48,33,38,4
14,16,57,16,30,69,89,51,81,0
40,49,12,93,1,17,26,34,43,99
71,71,99,97,23,10,86,95,45,56
76,36,38,24,55,62,26,48,64,8
15,21,63,93,59,57,8,52,42,89
3,16,49,40,66,93,63,24,76,66
91,93,18,14,68,17,18,20,91,23
42,36,99,86,40,70,2,97,72,86
38,97,85,58,41,9,20,65,30,85
7,11,55,37,66,84,41,2,82,67
98,55,96,20,85,65,40,90,46,44
38,41,79,0,63,78,87,68,76,76
96,93,37,94,59,61,3,37,59,25
66,58,37,93,69,52,30,2,5,25
5,32,65,64,44,15,84,26,82,99
86,98,58,27,35,2,87,53,68,49
38,71,49,61,59,38,25,81,35,95
23,99,38,76,93,98,70,74,78,4
11,5,71,24,67,29,22,12,55,85
22,89,26,84,1,15,20,24,19,70
78,21,91,77,0,99,80,44,14,25
83,21,96,16,47,11,71,34,7,65
44,48,77,74,0,41,70,4,27,40
87,44,86,15,75,31,85,70,79,44
78,52,17,3,80,70,1,20,3,59
62,22,88,55,49,86,72,53,32,34
6,98,53,70,7,68,77,55,90,48
28,89,45,91,86,14,38,49,34,3
51,28,57,4,20,43,29,30,73,0
59,41,51,74,24,59,89,21,13,20
73,59,1,7,31,95,82,76,73,97
8,23,53,20,32,7,27,86,40,67
95,41,65,29,59,72,34,73,66,3
66,95,80,33,26,4,12,49,42,3
26,11,36,84,29,18,43,92,42,48
88,45,91,2,37,96,29,60,25,39
48,50,67,92,85,66,65,0,71,76
84,4,63,48,38,31,23,60,18,97
6,46,76,77,12,78,62,0,3,42
63,23,75,60,4,40,9,50,57,77
47,57,24,88,56,45,6,67,20,2
92,50,66,10,80,80,8,56,74,80
60,9,49,39,16,97,5,1,95,10
95,4,36,71,98,19,69,4,54,1
20,29,20,5,67,55,38,83,75,84
32,54,5,45,40,19,20,15,5,86
73,56,96,95,18,92,68,66,47,39
81,86,79,33,68,93,65,71,38,97
28,37,47,6,14,49,45,9,16,23
18,74,61,35,23,6,21,68,49,74
25,34,12,31,35,61,46,19,33,85
57,52,64,0,74,79,65,59,65,62
56,62,24,98,39,25,71,63,41,37
26,35,85,75,35,10,20,33,26,45
25,33,84,95,24,96,0,60,44,62
27,45,52,59,6,95,37,97,60,31
78,96,36,12,57,52,83,29,14,0
0,62,39,18,38,82,76,32,98,4
86,41,49,19,81,8,50,14,98,4
10,43,31,1,13,50,87,64,16,36
96,29,40,23,31,89,59,45,11,55
75,56,71,90,87,85,79,3,33,52
86,81,29,96,18,81,74,77,12,4
17,74,78,21,67,62,31,2,82,58
97,26,3,33,50,95,67,96,9,21
91,58,34,0,53,86,59,31,14,92
94,86,71,65,74,93,70,39,5,30
70,0,75,26,92,59,98,14,50,42
90,52,13,76,66,83,75,72,29,25
65,29,52,78,64,17,80,34,19,82
61,87,38,90,35,65,15,95,72,59
91,24,27,81,20,73,71,54,9,90
17,43,68,80,7,56,78,94,74,5
62,78,66,41,5,49,33,1,80,4
59,83,94,21,63,54,79,45,14,32
88,77,83,76,32,38,82,62,72,1
28,93,55,41,41,16,0,32,28,42
7,70,24,61,11,31,77,46,72,15
27,70,7,14,12,70,19,66,61,45
28,4,51,50,57,38,44,66,7,40
38,0,34,93,19,44,69,62,27,94
89,75,5,9,94,24,90,26,7,76
8,71,72,41,39,83,56,89,9,12
70,92,99,65,82,17,43,34,82,81
50,41,79,33,61,58,97,40,12,55
73,77,53,83,85,62,73,34,27,26
81,14,16,70,16,55,14,0,5,74
48,33,8,38,78,13,7,70,20,97
16,58,81,54,14,70,38,5,2,32
44,88,98,76,58,23,60,30,58,58
30,60,50,66,4,22,48,48,58,67
83,61,11,80,59,32,74,66,34,6
70,39,27,57,38,41,58,93,54,13
9,97,0,25,94,20,28,40,77,12
2,1,79,70,53,88,94,71,68,96
28,74,78,96,89,7,93,29,88,28
76,86,54,85,83,35,42,6,94,10
76,23,61,44,34,48,67,62,51,74
15,70,66,7,92,77,7,67,76,53
87,51,89,49,51,92,2,87,18,68
55,80,21,25,17,66,37,89,98,56
12,74,8,50,90,30,39,81,23,79
23,24,37,80,88,70,60,48,89,51
32,85,72,94,27,4,88,44,23,5
39,8,74,13,31,9,92,52,58,78
78,65,96,37,9,24,96,48,55,95
76,98,73,3,74,68,70,11,61,16
53,34,22,0,57,45,39,22,42,21
41,92,26,10,8,67,10,63,31,65
4,29,89,78,53,14,15,97,82,8
82,4,59,21,45,55,64,74,49,35
68,31,60,91,59,13,23,60,20,2
13,5,32,84,13,47,1,58,16,34
58,25,7,4,66,85,9,5,35,72
86,73,61,56,86,5,29,47,48,6
25,4,33,11,14,83,77,26,47,90
34,2,71,65,22,87,72,85,67,60
26,78,48,49,80,10,76,19,42,0
63,24,46,65,87,76,58,17,60,38
33,17,84,24,75,13,53,81,14,98
5,42,47,17,19,46,90,80,41,71
90,77,85,59,9,37,71,80,18,68
79,75,17,86,1,41,85,77,55,33
17,89,70,63,26,52,74,38,56,23
62,89,98,24,64,66,77,41,80,99
12,82,59,71,38,69,45,10,7,97
14,3,76,16,52,92,13,39,91,75
77,95,63,68,29,25,7,47,39,7
58,89,87,96,25,76,13,51,25,50
33,10,22,40,23,14,17,81,55,47
13,47,25,1,96,59,60,12,16,31
61,8,21,54,87,30,88,95,57,19
49,71,89,24,3,76,34,52,53,8
0,29,71,14,15,51,7,29,31,66
53,99,11,3,16,91,32,70,29,30
14,84,58,22,9,63,33,48,7,97
87,39,56,28,63,99,47,98,50,46
56,0,49,85,76,33,14,50,55,36
34,93,17,66,80,10,89,20,70,21
91,59,90,73,22,20,53,28,54,18
97,33,14,81,23,56,9,28,39,4
30,97,60,18,17,97,68,0,92,76
87,45,27,30,27,83,93,85,70,21
99,14,52,71,12,7,40,38,5,74
98,64,84,88,5,56,64,37,15,78
90,5,17,26,82,49,51,82,42,61
56,39,28,69,46,48,16,6,19,34
55,46,73,72,84,30,86,22,59,91
62,45,27,3,41,8,59,78,67,25
38,47,41,85,38,2,16,79,93,74
36,63,33,30,30,2,94,25,69,98
0,42,36,99,5,64,66,24,45,67
33,90,70,42,17,75,90,99,24,16
17,94,7,19,25,16,75,3,83,91
71,22,55,6,10,7,32,48,92,72
19,50,77,66,25,27,71,42,42,29
37,92,15,99,90,89,47,40,19,9
72,53,48,12,25,46,67,27,41,8
52,2,64,49,29,26,10,92,57,54
9,61,56,26,81,85,35,46,13,98
84,49,78,56,44,12,26,69,54,3
55,5,83,40,42,6,8,18,75,30
37,86,60,33,25,70,26,43,16,70
12,95,27,81,4,32,71,75,51,41
32,31,17,65,89,94,92,61,16,93
21,51,44,76,18,84,31,90,15,1
97,45,21,44,45,21,90,1,98,89
43,25,4,35,72,67,42,66,45,73
11,48,63,25,11,25,14,41,29,11
99,90,30,78,44,44,43,28,82,99
65,43,95,86,5,47,1,35,54,3
58,98,74,28,69,91,50,74,74,94
98,54,77,83,34,3,51,42,5,10
10,63,54,52,86,35,74,78,27,57
78,48,99,83,57,29,67,50,70,17
25,14,30,18,11,46,97,72,86,94
30,47,5,53,11,56,82,82,48,99
93,80,57,38,92,76,53,48,17,96
97,46,65,58,56,67,12,39,17,49
6,59,25,32,93,19,81,23,20,68
91,22,96,88,63,85,73,89,17,28
58,60,12,17,11,9,58,37,85,7
83,39,13,49,72,23,16,78,10,28
90,49,22,34,99,55,33,47,60,37
90,7,55,87,18,21,26,75,22,64
52,53,6,17,90,1,46,11,32,47
14,0,9,83,15,78,59,4,5,52
39,47,51,0,43,46,73,69,95,31
39,78,43,10,77,11,49,6,63,32
46,10,93,56,2,11,38,27,93,64
1,25,80,22,27,46,34,21,5,80
82,6,3,43,48,66,30,49,95,99
69,50,88,56,74,14,44,41,83,45
62,86,36,11,9,8,9,81,25,88
57,62,12,6,2,34,92,36,41,49
55,78,84,90,63,64,46,51,94,78
28,55,0,90,14,81,39,35,76,64
86,46,55,92,57,35,40,93,80,57
96,30,47,90,54,38,72,80,89,39
6,6,68,90,96,35,42,65,38,61
70,29,31,47,74,29,92,30,95,67
39,37,61,37,5,50,87,29,15,46
55,55,98,93,8,80,4,22,92,61
11,32,92,85,26,25,78,67,23,58
27,77,62,56,49,71,44,65,51,69
23,71,93,63,87,80,25,53,75,0
41,1,96,44,30,20,28,15,14,57
23,64,96,99,92,33,69,75,90,65
90,28,69,41,26,81,69,42,82,57
66,21,85,35,67,98,61,33,46,0
85,23,52,88,15,20,36,91,56,70
28,11,81,53,43,34,37,25,85,53
29,99,10,70,0,48,1,96,24,49
29,59,63,48,11,99,44,83,86,35
78,47,51,70,92,18,48,86,76,95
35,55,34,25,36,49,67,77,3,76
2,42,53,25,49,36,28,84,50,57
80,7,10,90,77,87,91,57,14,41
61,15,32,30,8,74,25,7,66,91
55,29,54,18,79,55,69,84,3,94
80,31,85,54,91,47,80,62,48,41
53,79,95,72,51,60,55,67,81,61
1,48,57,78,93,91,29,94,97,42
98,59,67,67,54,22,96,34,97,83
23,54,8,56,23,74,6,45,85,36
45,81,16,1,79,2,86,4,56,46
43,78,67,95,17,26,85,99,69,11
99,29,37,47,26,98,19,76,86,69
34,6,55,30,60,84,6,95,29,16
60,98,11,97,44,13,64,33,70,72
24,0,36,71,38,9,35,33,75,48
11,80,58,8,66,52,7,65,89,52
17,78,52,90,46,97,0,13,81,30
63,58,66,16,40,73,46,74,44,52
30,70,81,58,60,41,11,29,30,98
21,52,96,59,61,66,61,37,47,98
0,21,94,50,13,6,57,96,1,62
8,46,84,57,10,75,96,5,92,44
38,63,22,22,58,46,21,53,60,1
3,76,79,1,39,4,58,56,72,17
58,83,30,22,12,38,21,70,89,1
57,97,17,56,29,12,7,69,30,45
65,11,39,72,14,5,97,16,73,10
88,57,29,54,97,7,33,64,95,73
44,8,86,42,4,87,86,57,27,10
97,79,22,50,18,73,9,95,82,0
99,99,49,26,17,8,41,65,50,22
9,95,37,2,10,29,23,25,86,30
16,64,3,4,16,37,92,26,51,31
32,50,59,71,7,31,77,34,90,90
68,94,76,42,6,34,66,66,83,32
80,49,31,14,83,25,38,18,5,15
59,91,64,88,73,1,27,3,44,18
26,59,18,59,77,75,27,99,35,58
89,33,82,79,39,29,44,40,98,33
3,46,85,94,33,11,93,87,71,27
69,98,24,84,21,12,69,12,25,28
28,57,28,24,81,11,56,70,67,56
25,25,60,50,6,99,41,2,29,27
63,68,80,85,23,47,45,56,47,90
9,63,66,50,5,90,82,93,84,5
31,12,21,87,78,14,87,95,50,43
48,32,86,41,99,62,48,70,73,98
69,43,59,72,91,32,27,70,8,45
36,55,2,27,69,2,54,43,54,47
14,49,88,25,21,75,31,9,86,41
53,62,70,17,53,65,39,74,45,68
77,64,38,9,75,96,38,8,79,57
99,66,36,13,94,15,82,97,36,89
25,45,28,23,7,25,57,3,5,29
46,3,41,15,6,21,19,34,54,28
62,32,25,8,53,11,80,3,45,49
32,78,8,53,50,39,77,2,54,14
69,30,61,88,53,65,97,71,10,34
91,55,2,15,86,28,84,69,27,29
78,37,62,6,61,18,43,58,89,95
23,57,36,73,84,45,67,99,60,87
34,41,25,17,15,12,75,82,70,31
34,2,31,18,91,65,77,66,95,70
77,7,42,60,20,14,23,84,17,2
99,50,46,31,71,64,42,39,54,52
99,39,71,35,7,95,76,0,64,34
20,86,10,0,11,91,24,76,47,59
7,86,75,48,60,98,5,7,64,90
12,66,98,84,8,86,35,82,91,62
90,12,4,0,32,91,17,17,55,49
23,0,85,76,32,47,7,19,8,75
23,73,47,20,58,34,16,33,9,80
69,82,60,19,85,92,64,49,15,74
51,81,5,33,74,94,87,15,67,27
7,69,67,42,62,16,52,36,87,13
46,33,8,32,85,38,4,14,12,85
20,60,47,0,8,27,93,21,53,96
72,52,8,59,57,94,36,16,60,27
35,50,91,63,88,30,78,90,16,83
26,16,87,67,40,98,95,89,66,15
20,35,30,99,5,73,2,79,12,76
31,32,40,9,92,12,91,61,12,35
23,23,34,89,5,90,20,50,32,88
56,88,98,69,12,28,81,53,54,44
15,46,38,28,28,73,85,44,20,82
70,73,73,59,58,62,56,32,62,42
88,73,81,3,92,53,97,25,85,79
9,34,23,21,20,59,55,56,17,28
12,19,30,74,26,84,35,51,41,11
66,1,54,97,27,78,20,50,88,48
12,98,31,35,23,31,92,36,21,28
14,42,27,30,53,14,30,68,96,64
74,23,68,31,8,55,79,38,1,49
64,25,73,34,2,8,27,56,40,52
61,36,9,23,61,45,10,43,59,5
51,89,96,32,69,75,21,28,65,57
53,5,31,79,5,98,5,15,92,38
40,84,46,59,12,24,89,52,79,2
38,68,36,17,64,49,51,30,49,31
44,61,0,40,85,1,15,42,17,64
73,75,89,6,60,98,78,9,51,43
80,82,4,2,76,42,38,99,54,41
87,27,86,46,53,70,75,51,81,54
85,53,41,29,60,17,1,47,97,37
23,3,80,7,94,13,25,98,66,69
58,39,24,88,6,88,62,94,40,12
89,66,84,67,80,36,79,99,1,11
19,68,4,40,33,40,28,77,44,28
42,58,56,15,19,49,95,76,93,71
37,47,18,52,66,55,30,54,52,98
83,32,72,96,20,51,80,74,13,85
52,9,82,76,82,97,36,93,6,6
34,36,24,27,93,67,65,16,93,41
39,67,26,11,32,82,58,47,41,67
86,34,52,29,9,61,67,23,42,61
23,35,80,36,84,56,27,81,63,98
56,14,58,95,46,55,59,76,26,81
21,12,29,98,69,20,42,31,39,55
49,14,51,83,27,20,17,54,18,87
90,53,43,57,22,44,96,15,87,8
75,96,45,11,64,87,93,41,53,55
73,76,86,35,26,21,32,22,14,50
69,37,24,15,6,44,99,66,79,74
66,57,83,0,42,10,65,53,98,75
3,40,96,22,99,94,28,53,56,27
7,29,12,20,59,95,25,74,2,32
83,86,37,75,4,88,24,29,80,82
28,40,96,6,83,11,32,81,35,52
74,32,27,82,63,84,80,73,62,36
42,91,0,26,69,33,12,27,81,5
28,44,60,65,19,23,52,45,54,80
41,92,49,87,19,16,96,0,42,61
89,41,78,56,24,6,80,29,92,90
71,40,14,58,91,91,87,49,35,17
61,50,58,41,83,94,38,66,24,23
75,45,92,84,27,53,95,58,5,24
71,16,6,52,98,36,2,80,29,33
68,31,2,42,89,37,81,62,26,38
46,2,64,16,1,82,46,52,79,67
68,25,83,68,34,82,41,68,40,75
74,55,46,19,59,62,27,0,74,49
71,67,10,19,88,52,84,14,95,4
48,29,97,33,99,66,89,2,97,80
68,21,74,43,86,11,80,28,15,85
21,59,62,24,68,95,95,85,45,34
99,73,43,45,40,83,3,14,30,62
45,26,74,40,14,82,14,62,28,97
77,92,96,40,70,84,88,37,25,42
78,69,52,94,85,40,71,29,7,82
63,5,76,81,47,74,63,72,41,34
68,86,61,39,45,7,48,97,41,48
99,84,52,19,7,70,1,76,86,20
34,64,72,30,90,86,94,78,79,42
52,2,59,6,57,82,67,44,83,57
97,92,88,50,39,53,88,94,83,90
62,43,45,28,48,40,1,57,45,5
89,90,14,28,86,92,22,64,95,42
87,51,54,50,0,29,96,78,20,43
93,16,67,81,62,63,51,25,56,76
71,92,40,29,14,99,95,93,59,47
12,64,34,86,97,51,20,47,44,9
56,91,46,46,15,25,14,65,75,7
91,23,96,13,96,45,62,15,40,96
83,77,20,88,94,65,39,1,89,35
52,84,51,31,14,42,14,41,23,48
71,31,73,30,89,23,9,73,83,97
89,39,24,73,62,84,5,22,58,19
27,78,49,80,26,99,9,55,40,99
6,24,33,28,49,18,29,11,23,61
93,26,53,85,31,61,63,19,9,13
66,66,76,78,79,37,60,89,67,70
98,95,86,75,85,36,17,85,14,10
32,44,66,80,14,84,95,5,77,0
15,84,30,94,2,72,57,47,10,82
18,33,25,89,13,88,96,32,54,83
64,38,44,13,15,28,28,24,43,61
57,39,36,32,33,52,9,78,56,42
92,44,0,93,2,56,54,92,56,95
72,66,79,93,25,74,84,7,46,42
38,87,16,63,73,87,8,82,10,4
35,90,80,48,73,66,65,28,6,31
35,96,83,81,23,98,3,91,28,59
81,9,96,36,86,47,19,20,99,73
32,15,67,20,13,57,48,38,85,84
84,96,66,5,99,50,60,7,47,48
12,59,32,99,31,46,99,94,80,29
33,13,96,41,16,10,95,70,66,66
28,66,44,67,24,97,10,61,65,24
25,67,15,95,93,9,92,50,83,40
83,83,76,6,65,23,92,74,5,60
59,59,64,66,76,26,37,41,1,76
98,91,87,39,95,56,74,46,12,11
46,12,87,74,26,1,82,46,11,40
83,63,10,18,67,63,53,77,17,91
60,35,41,48,93,2,8,89,88,44
12,58,24,3,2,75,82,73,18,34
51,7,25,60,48,44,13,98,90,92
58,31,32,80,61,23,48,72,47,40
30,64,60,61,92,10,13,30,21,34
21,41,74,32,88,33,80,58,28,34
3,87,98,44,61,50,13,57,70,10
99,50,40,43,94,23,3,88,5,4
19,30,89,9,92,42,41,29,70,56
24,33,9,67,16,87,88,45,56,54
73,19,74,28,91,25,17,74,46,17
58,41,47,73,37,98,83,33,42,2
88,55,99,57,18,99,88,0,80,74
58,27,99,84,54,11,25,15,33,57
23,83,7,70,81,21,14,39,4,79
20,51,50,53,28,56,58,54,10,29
64,18,91,98,6,11,90,19,16,12
53,97,7,88,87,94,91,69,21,56
45,56,42,34,38,18,35,85,78,56
79,63,56,74,22,69,13,59,72,85
82,83,95,56,28,4,67,42,57,73
50,93,35,4,6,24,5,40,73,50
58,5,84,71,2,85,95,65,52,42
19,43,73,17,17,73,42,22,56,26
42,26,57,15,57,9,66,46,7,91
72,96,69,33,77,4,25,26,27,1
31,50,1,69,20,31,86,15,23,4
69,14,33,81,66,4,80,19,44,8
62,21,5,95,70,91,2,18,93,55
54,15,25,90,92,87,52,71,91,81
38,36,69,80,57,86,4,25,10,87
60,19,20,91,70,72,99,22,61,97
99,97,17,98,85,35,76,47,22,4
97,16,52,65,71,52,49,16,99,48
22,93,6,82,91,98,29,14,91,62
79,58,0,1,14,74,28,20,21,23
57,14,21,45,4,79,59,52,70,28
71,50,46,14,3,70,99,14,91,77
97,81,19,24,80,25,66,9,56,30
27,80,84,90,64,99,18,22,11,23
74,16,45,2,2,39,11,51,84,81
26,89,83,93,26,38,40,5,98,86
5,19,50,85,84,73,16,11,63,90
30,16,61,64,40,4,87,49,3,8
91,32,73,10,46,90,66,63,88,29
17,51,1,82,45,81,5,36,47,16
61,19,22,21,58,7,4,75,4,0
2,78,20,35,8,93,55,69,57,6
61,98,24,92,39,80,96,29,60,96
0,5,90,70,2,7,98,9,43,19
47,25,74,54,56,22,5,20,96,32
22,47,77,24,26,93,87,1,92,73
71,89,49,57,69,69,68,26,7,41
69,0,71,85,84,88,5,68,38,40
0,89,77,49,26,7,61,70,57,68
49,63,44,32,54,49,31,22,46,51
97,60,77,31,52,0,71,47,45,65
83,59,28,79,4,41,40,12,94,32
77,58,88,75,90,15,65,31,42,43
54,1,77,44,51,62,44,29,42,89
42,43,66,82,79,17,54,19,51,12
46,39,18,66,31,64,55,20,38,65
62,26,85,14,55,61,27,87,95,82
5,45,88,42,31,91,9,13,38,8
56,67,20,57,52,75,30,57,93,41
99,95,73,56,15,3,39,46,80,0
19,30,57,53,76,91,30,33,32,71
97,97,40,21,25,40,12,34,99,55
49,13,96,92,58,51,70,41,72,91
33,88,20,87,89,24,92,55,73,55
88,42,93,93,58,68,33,79,93,4
16,92,2,31,66,77,83,60,83,3
8,64,95,78,82,55,38,34,61,29
67,37,39,99,80,34,67,61,36,59
0,94,31,52,44,96,14,84,53,80
76,4,13,3,34,68,40,61,13,68
57,16,69,44,7,15,79,19,85,18
80,56,90,47,59,17,90,70,90,16
12,76,9,40,83,96,49,22,60,84
83,89,42,54,90,64,95,92,95,90
53,66,57,33,31,33,44,99,89,22
87,20,5,99,63,4,44,1,46,98
81,3,80,69,85,90,12,11,88,68
62,1,27,74,85,81,49,24,26,84
16,88,40,14,54,47,99,56,6,18
47,28,3,46,22,48,35,2,88,88
